Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort
8:25 am – 5:40 pm +2,Japan Airlines,SAN‐SIN,42h15m,2,"SFO, HND",8:10 am – 4:35 pm,Japan Airlines,SIN‐SAN,23h25m,2,"NRT, SFO",1201,20220404-2215,cheap
10:04 pm – 12:20 am +3,Multiple Airlines,SAN‐SIN,35h16m,3,"LAS, SFO, ...",5:55 pm – 3:50 pm +1,Multiple Airlines,SIN‐SAN,36h55m,3,"SGN, ICN, ...",1265,20220404-2215,cheap
6:25 am – 12:35 am +2,"Alaska Airlines, ANA",SAN‐SIN,27h10m,2,"SFO, NRT",6:10 am – 6:52 pm,"ANA, Alaska Airlines",SIN‐SAN,27h42m,2,"NRT, SFO",1314,20220404-2215,cheap
8:25 am – 5:40 pm +2,Japan Airlines,SAN‐SIN,42h15m,2,"SFO, HND",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1317,20220404-2215,cheap
8:25 am – 12:35 am +2,"Alaska Airlines, ANA",SAN‐SIN,25h10m,2,"SFO, NRT",6:10 am – 6:52 pm,"ANA, Alaska Airlines",SIN‐SAN,27h42m,2,"NRT, SFO",1336,20220404-2215,cheap
6:25 am – 12:35 am +2,"Alaska Airlines, ANA",SAN‐SIN,27h10m,2,"SFO, NRT",6:10 am – 4:35 pm,"ANA, Alaska Airlines",SIN‐SAN,25h25m,2,"NRT, SFO",1347,20220404-2215,cheap
6:59 pm – 12:20 am +3,"American Airlines, Japan Airlines",SAN‐SIN,38h21m,2,"DFW, NRT",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1359,20220404-2215,cheap
6:25 am – 5:40 pm +2,"Alaska Airlines, Japan Airlines",SAN‐SIN,44h15m,2,"SFO, HND",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1360,20220404-2215,cheap
6:59 pm – 12:20 am +3,American Airlines,SAN‐SIN,38h21m,2,"DFW, NRT",8:10 am – 11:15 am,American Airlines,SIN‐SAN,18h05m,1,NRT,1365,20220404-2215,cheap
8:25 am – 12:35 am +2,"Alaska Airlines, ANA",SAN‐SIN,25h10m,2,"SFO, NRT",6:10 am – 4:35 pm,"ANA, Alaska Airlines",SIN‐SAN,25h25m,2,"NRT, SFO",1369,20220404-2215,cheap
2:00 pm – 12:20 am +3,Japan Airlines,SAN‐SIN,43h20m,2,"DFW, NRT",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1372,20220404-2215,cheap
4:00 pm – 12:20 am +3,"American Airlines, Japan Airlines",SAN‐SIN,41h20m,2,"DFW, NRT",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1373,20220404-2215,cheap
4:00 pm – 12:20 am +3,American Airlines,SAN‐SIN,41h20m,2,"DFW, NRT",8:10 am – 11:15 am,American Airlines,SIN‐SAN,18h05m,1,NRT,1379,20220404-2215,cheap
6:25 am – 12:35 am +2,"Alaska Airlines, ANA",SAN‐SIN,27h10m,2,"SFO, NRT",10:10 pm – 1:32 pm +1,"ANA, Alaska Airlines",SIN‐SAN,30h22m,2,"HND, SFO",1404,20220404-2215,cheap
11:00 pm – 12:20 am +3,"Alaska Airlines, Japan Airlines",SAN‐SIN,34h20m,2,"JFK, NRT",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1430,20220404-2215,cheap
6:25 am – 5:40 pm +2,"Alaska Airlines, Japan Airlines",SAN‐SIN,44h15m,2,"SFO, HND",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1360,20220404-2213,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1610,20220404-2213,best
8:25 am – 5:40 pm +2,Japan Airlines,SAN‐SIN,42h15m,2,"SFO, HND",8:10 am – 4:35 pm,Japan Airlines,SIN‐SAN,23h25m,2,"NRT, SFO",1201,20220404-2213,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1610,20220404-2213,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1610,20220404-2213,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1610,20220404-2213,best
1:29 pm – 6:15 am +2,United Airlines,SAN‐SIN,25h46m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1610,20220404-2213,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 6:09 pm,United Airlines,SIN‐SAN,24h24m,1,SFO,1610,20220404-2213,best
8:00 am – 12:35 am +2,United Airlines,SAN‐SIN,25h35m,2,"SFO, NRT",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1611,20220404-2213,best
8:00 am – 12:35 am +2,United Airlines,SAN‐SIN,25h35m,2,"SFO, NRT",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1611,20220404-2213,best
1:29 pm – 6:15 am +2,United Airlines,SAN‐SIN,25h46m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1610,20220404-2213,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 8:24 pm,United Airlines,SIN‐SAN,26h39m,1,SFO,1610,20220404-2213,best
11:20 am – 6:15 am +2,United Airlines,SAN‐SIN,27h55m,2,"DEN, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1610,20220404-2213,best
