Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort
6:15 am – 11:40 pm +1,Korean Air,SAN‐SIN,26h25m,2,"LAX, ICN",1:10 am – 6:11 pm,Korean Air,SIN‐SAN,32h01m,2,"ICN, SEA",1204,20220404-2106,cheap
6:25 am – 11:40 pm +1,"Alaska Airlines, Korean Air",SAN‐SIN,26h15m,2,"SFO, ICN",1:10 am – 6:11 pm,Korean Air,SIN‐SAN,32h01m,2,"ICN, SEA",1237,20220404-2106,cheap
8:00 am – 12:35 am +2,United Airlines,SAN‐SIN,25h35m,2,"SFO, NRT",1:10 pm – 12:23 pm +1,"EVA Air, United Airlines",SIN‐SAN,38h13m,2,"TPE, SFO",1325,20220404-2106,cheap
6:05 am – 12:35 am +2,United Airlines,SAN‐SIN,27h30m,2,"SFO, NRT",1:10 pm – 12:23 pm +1,"EVA Air, United Airlines",SIN‐SAN,38h13m,2,"TPE, SFO",1325,20220404-2106,cheap
8:00 am – 12:35 am +2,United Airlines,SAN‐SIN,25h35m,2,"SFO, NRT",1:10 pm – 2:35 pm +1,"EVA Air, United Airlines",SIN‐SAN,40h25m,2,"TPE, SFO",1325,20220404-2106,cheap
6:15 am – 12:35 am +2,"United Airlines, ANA",SAN‐SIN,27h20m,2,"LAX, NRT",1:10 pm – 12:23 pm +1,"EVA Air, United Airlines",SIN‐SAN,38h13m,2,"TPE, SFO",1330,20220404-2106,cheap
6:15 am – 12:35 am +2,"United Airlines, ANA",SAN‐SIN,27h20m,2,"LAX, NRT",1:10 pm – 12:23 pm +1,"EVA Air, United Airlines",SIN‐SAN,38h13m,2,"TPE, SFO",1330,20220404-2106,cheap
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,1:10 pm – 12:23 pm +1,"EVA Air, United Airlines",SIN‐SAN,38h13m,2,"TPE, SFO",1393,20220404-2106,cheap
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,1:10 pm – 2:35 pm +1,"EVA Air, United Airlines",SIN‐SAN,40h25m,2,"TPE, SFO",1393,20220404-2106,cheap
3:59 pm – 6:15 am +2,United Airlines,SAN‐SIN,23h16m,1,SFO,1:10 pm – 12:23 pm +1,"EVA Air, United Airlines",SIN‐SAN,38h13m,2,"TPE, SFO",1393,20220404-2106,cheap
3:59 pm – 6:15 am +2,United Airlines,SAN‐SIN,23h16m,1,SFO,1:10 pm – 2:35 pm +1,"EVA Air, United Airlines",SIN‐SAN,40h25m,2,"TPE, SFO",1393,20220404-2106,cheap
6:15 am – 11:40 pm +1,Korean Air,SAN‐SIN,26h25m,2,"LAX, ICN",1:10 pm – 11:49 pm,"EVA Air, Alaska Airlines",SIN‐SAN,25h39m,2,"TPE, SFO",1429,20220404-2106,cheap
6:15 am – 11:40 pm +1,Delta,SAN‐SIN,26h25m,2,"LAX, ICN",1:10 am – 2:35 pm,Delta,SIN‐SAN,28h25m,2,"ICN, LAX",1446,20220404-2106,cheap
6:15 am – 11:40 pm +1,Delta,SAN‐SIN,26h25m,2,"LAX, ICN",1:10 am – 11:42 pm,Delta,SIN‐SAN,37h32m,2,"ICN, LAX",1446,20220404-2106,cheap
6:15 am – 11:40 pm +1,Delta,SAN‐SIN,26h25m,2,"LAX, ICN",1:10 am – 11:42 pm,Delta,SIN‐SAN,37h32m,2,"ICN, LAX",1451,20220404-2106,cheap
6:25 am – 11:40 pm +1,"Alaska Airlines, Korean Air",SAN‐SIN,26h15m,2,"SFO, ICN",1:10 am – 6:11 pm,Korean Air,SIN‐SAN,32h01m,2,"ICN, SEA",1238,20220404-2104,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1708,20220404-2104,best
6:15 am – 11:40 pm +1,Korean Air,SAN‐SIN,26h25m,2,"LAX, ICN",1:10 am – 6:11 pm,Korean Air,SIN‐SAN,32h01m,2,"ICN, SEA",1204,20220404-2104,best
8:00 am – 12:35 am +2,United Airlines,SAN‐SIN,25h35m,2,"SFO, NRT",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1480,20220404-2104,best
