Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort
2:00 pm – 12:20 am +3,Japan Airlines,SAN‐SIN,43h20m,2,"DFW, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1004,20220404-2325,cheap
4:00 pm – 12:20 am +3,American Airlines,SAN‐SIN,41h20m,2,"DFW, NRT",8:10 am – 11:30 am,American Airlines,SIN‐SAN,18h20m,1,NRT,1005,20220404-2325,cheap
4:00 pm – 12:20 am +3,American Airlines,SAN‐SIN,41h20m,2,"DFW, NRT",8:10 am – 11:30 am,American Airlines,SIN‐SAN,18h20m,1,NRT,1005,20220404-2325,cheap
2:00 pm – 12:20 am +3,Japan Airlines,SAN‐SIN,43h20m,2,"DFW, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1017,20220404-2325,cheap
4:00 pm – 12:20 am +3,"American Airlines, Japan Airlines",SAN‐SIN,41h20m,2,"DFW, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1100,20220404-2325,cheap
2:00 pm – 12:20 am +3,"American Airlines, Japan Airlines",SAN‐SIN,43h20m,2,"DFW, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1100,20220404-2325,cheap
11:00 pm – 12:20 am +3,"Alaska Airlines, Japan Airlines",SAN‐SIN,34h20m,2,"JFK, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1113,20220404-2325,cheap
1:12 pm – 12:20 am +3,Japan Airlines,SAN‐SIN,44h08m,2,"ORD, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1121,20220404-2325,cheap
10:20 am – 12:20 am +2,"Alaska Airlines, Japan Airlines",SAN‐SIN,23h00m,2,"SFO, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1132,20220404-2325,cheap
8:25 pm – 12:20 am +3,"Alaska Airlines, Japan Airlines",SAN‐SIN,36h55m,2,"SEA, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1147,20220404-2325,cheap
10:20 am – 12:20 am +2,"Alaska Airlines, Japan Airlines",SAN‐SIN,23h00m,2,"SFO, NRT",9:50 pm – 6:52 pm +1,Japan Airlines,SIN‐SAN,36h02m,2,"HND-NRT, SFO",1345,20220404-2325,cheap
11:00 pm – 12:20 am +3,"Alaska Airlines, Japan Airlines",SAN‐SIN,34h20m,2,"JFK, NRT",8:10 am – 4:43 pm,Japan Airlines,SIN‐SAN,23h33m,2,"NRT, SEA",1347,20220404-2325,cheap
10:20 am – 12:20 am +2,"Alaska Airlines, Japan Airlines",SAN‐SIN,23h00m,2,"SFO, NRT",9:50 pm – 9:54 pm +1,"Japan Airlines, Alaska Airlines",SIN‐SAN,39h04m,2,"HND, JFK",1375,20220404-2325,cheap
6:15 am – 11:40 pm +1,Korean Air,SAN‐SIN,26h25m,2,"LAX, ICN",3:10 pm – 7:34 am +1,"EVA Air, Alaska Airlines",SIN‐SAN,31h24m,2,"TPE, SFO",1429,20220404-2325,cheap
8:45 pm – 12:20 am +3,Japan Airlines,SAN‐SIN,36h35m,2,"JFK, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1454,20220404-2325,cheap
2:00 pm – 12:20 am +3,Japan Airlines,SAN‐SIN,43h20m,2,"DFW, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1039,20220404-2322,best
10:20 am – 12:20 am +2,"Alaska Airlines, Japan Airlines",SAN‐SIN,23h00m,2,"SFO, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1132,20220404-2322,best
2:00 pm – 12:20 am +3,Japan Airlines,SAN‐SIN,43h20m,2,"DFW, NRT",8:10 am – 11:30 am,Japan Airlines,SIN‐SAN,18h20m,1,NRT,1004,20220404-2322,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1610,20220404-2322,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1610,20220404-2322,best
