Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,8:10 am – 11:49 pm,"Japan Airlines, Alaska Airlines",SIN‐SAN,30h39m,2,"NRT, SFO",1109,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,9:50 pm – 10:19 am +2,Japan Airlines,SIN‐SAN,51h29m,2,"HND-NRT, SEA",1125,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,8:10 am – 6:52 pm,"Japan Airlines, Alaska Airlines",SIN‐SAN,25h42m,2,"NRT, SFO",1135,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,8:10 am – 11:59 pm,"Japan Airlines, Alaska Airlines",SIN‐SAN,30h49m,2,"NRT, SEA",1160,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,9:50 pm – 9:54 pm +1,"Japan Airlines, Alaska Airlines",SIN‐SAN,39h04m,2,"HND, JFK",1217,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,8:10 am – 4:43 pm,"Japan Airlines, Alaska Airlines",SIN‐SAN,23h33m,2,"NRT, SEA",1267,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,8:10 am – 10:41 pm,"Japan Airlines, Alaska Airlines",SIN‐SAN,29h31m,2,"NRT, SEA",1268,20220404-2301,cheap
1:15 pm – 5:40 pm +2,Japan Airlines,SAN‐SIN,37h25m,1,NRT-HND,8:10 am – 4:43 pm,"Japan Airlines, Alaska Airlines",SIN‐SAN,23h33m,2,"NRT, SEA",1278,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,8:10 am – 4:43 pm,Japan Airlines,SIN‐SAN,23h33m,2,"NRT, SEA",1294,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,9:50 pm – 4:43 pm +1,Japan Airlines,SIN‐SAN,33h53m,2,"HND-NRT, SEA",1303,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,9:50 pm – 11:30 am +1,"Qantas Airways, Japan Airlines",SIN‐SAN,28h40m,1,HND-NRT,1305,20220404-2301,cheap
1:15 pm – 5:40 pm +2,Japan Airlines,SAN‐SIN,37h25m,1,NRT-HND,8:10 am – 4:43 pm,Japan Airlines,SIN‐SAN,23h33m,2,"NRT, SEA",1305,20220404-2301,cheap
1:15 pm – 12:20 am +2,Japan Airlines,SAN‐SIN,20h05m,1,NRT,8:10 am – 7:58 pm,"Japan Airlines, Alaska Airlines",SIN‐SAN,26h48m,2,"NRT, SEA",1341,20220404-2301,cheap
1:15 pm – 12:20 am +2,"Japan Airlines, Qantas Airways",SAN‐SIN,20h05m,1,NRT,8:10 am – 4:43 pm,Japan Airlines,SIN‐SAN,23h33m,2,"NRT, SEA",1346,20220404-2301,cheap
1:15 pm – 1:55 pm +2,"Japan Airlines, VietJet Air",SAN‐SIN,33h40m,2,"NRT, HAN",1:40 pm – 11:49 pm,"Philippine Airlines, Alaska Airlines",SIN‐SAN,25h09m,2,"MNL, SFO",1346,20220404-2301,cheap
9:05 am – 11:40 pm +1,"Alaska Airlines, Korean Air",SAN‐SIN,23h35m,2,"SFO, ICN",9:50 pm – 11:30 am +1,Japan Airlines,SIN‐SAN,28h40m,1,HND-NRT,1809,20220404-2259,best
