Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort
6:20 pm – 3:15 pm +2,American Airlines,SAN‐ICN,28h55m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1362,20220405-0704,cheap
6:20 pm – 3:15 pm +2,American Airlines,SAN‐ICN,28h55m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1362,20220405-0704,cheap
6:20 pm – 3:15 pm +2,American Airlines,SAN‐ICN,28h55m,2,"AUS, DFW",5:25 pm – 9:15 pm,American Airlines,ICN‐SAN,19h50m,1,DFW,1362,20220405-0704,cheap
6:20 pm – 3:15 pm +2,American Airlines,SAN‐ICN,28h55m,2,"AUS, DFW",5:25 pm – 9:15 pm,American Airlines,ICN‐SAN,19h50m,1,DFW,1362,20220405-0704,cheap
3:20 pm – 5:00 am +2,"Greyhound, Asiana Airlines",SAN‐ICN,21h40m,1,LAX-LAX,12:55 pm – 2:20 pm +1,"ZIPAIR, FlixBus",ICN‐SAN,41h25m,2,"NRT, LAX-LAX",1392,20220405-0704,cheap
6:20 am – 5:00 am +2,Asiana Airlines,SAN‐ICN,30h40m,1,LAX,8:40 pm – 11:05 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,18h25m,1,SFO,1408,20220405-0704,cheap
6:20 am – 5:00 am +2,Asiana Airlines,SAN‐ICN,30h40m,1,LAX,8:40 pm – 11:37 pm,Asiana Airlines,ICN‐SAN,18h57m,1,LAX,1409,20220405-0704,cheap
6:20 am – 5:00 am +2,Asiana Airlines,SAN‐ICN,30h40m,1,LAX,8:40 pm – 11:05 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,18h25m,1,SFO,1438,20220405-0704,cheap
6:20 am – 5:00 am +2,Asiana Airlines,SAN‐ICN,30h40m,1,LAX,8:40 pm – 11:37 pm,Asiana Airlines,ICN‐SAN,18h57m,1,LAX,1438,20220405-0704,cheap
6:20 pm – 3:15 pm +2,American Airlines,SAN‐ICN,28h55m,2,"AUS, DFW",5:25 pm – 7:49 pm,American Airlines,ICN‐SAN,18h24m,1,DFW,1442,20220405-0704,cheap
