Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort
12:55 pm – 12:35 am +3,Air Canada,SAN‐SIN,44h40m,2,"YVR, NRT",6:10 am – 6:33 pm,Air Canada,SIN‐SAN,27h23m,2,"NRT, YVR",1035,20220404-1926,cheap
8:00 am – 1:15 am +2,"Air Canada, Singapore Airlines",SAN‐SIN,26h15m,2,"YVR, NRT",6:10 am – 6:33 pm,Air Canada,SIN‐SAN,27h23m,2,"NRT, YVR",1048,20220404-1926,cheap
8:00 am – 4:55 am +2,"Air Canada, Singapore Airlines",SAN‐SIN,29h55m,2,"YVR, NRT-HND",6:10 am – 6:33 pm,Air Canada,SIN‐SAN,27h23m,2,"NRT, YVR",1117,20220404-1926,cheap
8:00 am – 12:20 am +2,"Air Canada, Japan Airlines",SAN‐SIN,25h20m,2,"YVR, NRT",6:10 am – 6:33 pm,Air Canada,SIN‐SAN,27h23m,2,"NRT, YVR",1136,20220404-1926,cheap
8:45 pm – 5:30 pm +2,Singapore Airlines,SAN‐SIN,29h45m,1,SEA,9:25 am – 11:58 pm,Singapore Airlines,SIN‐SAN,29h33m,1,SFO,1261,20220404-1926,cheap
6:30 pm – 5:30 pm +2,"Alaska Airlines, Singapore Airlines",SAN‐SIN,32h00m,1,SEA,9:25 am – 11:58 pm,Singapore Airlines,SIN‐SAN,29h33m,1,SFO,1274,20220404-1926,cheap
5:00 pm – 5:30 pm +2,"Alaska Airlines, Singapore Airlines",SAN‐SIN,33h30m,1,SEA,9:25 am – 11:58 pm,Singapore Airlines,SIN‐SAN,29h33m,1,SFO,1274,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1313,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1313,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1313,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1313,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1313,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1313,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1318,20220404-1926,cheap
8:46 pm – 6:15 am +3,United Airlines,SAN‐SIN,42h29m,2,"LAX, SFO",8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1318,20220404-1926,cheap
8:45 pm – 5:30 pm +2,Singapore Airlines,SAN‐SIN,29h45m,1,SEA,9:25 am – 11:58 pm,Singapore Airlines,SIN‐SAN,29h33m,1,SFO,1350,20220404-1923,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1354,20220404-1923,best
12:55 pm – 12:35 am +3,Air Canada,SAN‐SIN,44h40m,2,"YVR, NRT",6:10 am – 6:33 pm,Air Canada,SIN‐SAN,27h23m,2,"NRT, YVR",1035,20220404-1923,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1354,20220404-1923,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1354,20220404-1923,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1354,20220404-1923,best
3:59 pm – 6:15 am +2,United Airlines,SAN‐SIN,23h16m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1354,20220404-1923,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 6:09 pm,United Airlines,SIN‐SAN,24h24m,1,SFO,1354,20220404-1923,best
1:29 pm – 6:15 am +2,United Airlines,SAN‐SIN,25h46m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1354,20220404-1923,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 6:09 pm,United Airlines,SIN‐SAN,24h24m,1,SFO,1354,20220404-1923,best
3:59 pm – 6:15 am +2,United Airlines,SAN‐SIN,23h16m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1354,20220404-1923,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 8:24 pm,United Airlines,SIN‐SAN,26h39m,1,SFO,1354,20220404-1923,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,6:10 am – 2:35 pm,"ANA, United Airlines",SIN‐SAN,23h25m,2,"NRT, SFO",1465,20220404-1923,best
8:15 am – 12:20 am +2,Japan Airlines,SAN‐SIN,25h05m,2,"SFO, NRT",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1414,20220404-1923,best
1:29 pm – 6:15 am +2,United Airlines,SAN‐SIN,25h46m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1354,20220404-1923,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 8:24 pm,United Airlines,SIN‐SAN,26h39m,1,SFO,1354,20220404-1923,best
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,6:10 am – 2:35 pm,"ANA, United Airlines",SIN‐SAN,23h25m,2,"NRT, SFO",1465,20220404-1923,best
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1354,20220404-1928,fast
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1354,20220404-1928,fast
6:05 pm – 5:45 am +2,"Alaska Airlines, Singapore Airlines",SAN‐SIN,20h40m,1,SFO,9:25 am – 1:23 pm,"Singapore Airlines, Alaska Airlines",SIN‐SAN,18h58m,1,SFO,1788,20220404-1928,fast
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1354,20220404-1928,fast
6:20 am – 7:10 pm +1,Singapore Airlines,SAN‐SIN,21h50m,1,SFO,9:25 am – 1:23 pm,Singapore Airlines,SIN‐SAN,18h58m,1,SFO,3177,20220404-1928,fast
6:05 pm – 5:45 am +2,Singapore Airlines,SAN‐SIN,20h40m,1,SFO,6:40 pm – 11:58 pm,Singapore Airlines,SIN‐SAN,20h18m,1,SFO,2158,20220404-1928,fast
6:53 pm – 6:15 am +2,United Airlines,SAN‐SIN,20h22m,1,SFO,8:45 am – 2:35 pm,United Airlines,SIN‐SAN,20h50m,1,SFO,1354,20220404-1928,fast
4:15 pm – 5:45 am +2,Singapore Airlines,SAN‐SIN,22h30m,1,SFO,9:25 am – 1:23 pm,Singapore Airlines,SIN‐SAN,18h58m,1,SFO,1802,20220404-1928,fast
3:59 pm – 6:15 am +2,United Airlines,SAN‐SIN,23h16m,1,SFO,8:45 am – 12:23 pm,United Airlines,SIN‐SAN,18h38m,1,SFO,1354,20220404-1928,fast
6:20 am – 7:10 pm +1,Singapore Airlines,SAN‐SIN,21h50m,1,SFO,6:40 pm – 11:58 pm,Singapore Airlines,SIN‐SAN,20h18m,1,SFO,3464,20220404-1928,fast
6:05 pm – 5:45 am +2,Singapore Airlines,SAN‐SIN,20h40m,1,SFO,9:25 am – 4:02 pm,Singapore Airlines,SIN‐SAN,21h37m,1,SFO,1802,20220404-1928,fast
8:12 pm – 6:15 am +2,United Airlines,SAN‐SIN,19h03m,1,SFO,6:10 am – 2:35 pm,"ANA, United Airlines",SIN‐SAN,23h25m,2,"NRT, SFO",1465,20220404-1928,fast
4:15 pm – 5:45 am +2,Singapore Airlines,SAN‐SIN,22h30m,1,SFO,6:40 pm – 11:58 pm,Singapore Airlines,SIN‐SAN,20h18m,1,SFO,2158,20220404-1928,fast
8:15 am – 12:20 am +2,Japan Airlines,SAN‐SIN,25h05m,2,"SFO, NRT",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,1414,20220404-1928,fast
8:00 am – 12:20 am +2,Japan Airlines,SAN‐SIN,25h20m,2,"SEA, NRT",8:10 am – 11:15 am,Japan Airlines,SIN‐SAN,18h05m,1,NRT,3035,20220404-1928,fast
