Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort,departure_date,total_duration,dep_time,ret_time,dep_airline,ret_airline,total_stops,target
8:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,27h40m,2,"ATL, ICN",1:10 am – 3:35 pm,Korean Air,SIN‐EWR,26h25m,2,"ICN, BOS",951,20220403-1414,cheap,2022-04-10,3245,8:00,1:10,Korean Air,Korean Air,4,0
9:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,26h40m,2,"BOS, ICN",1:10 am – 3:35 pm,Korean Air,SIN‐EWR,26h25m,2,"ICN, BOS",979,20220403-1414,cheap,2022-04-10,3185,9:00,1:10,Korean Air,Korean Air,4,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,994,20220403-1414,cheap,2022-04-10,2860,11:25,6:10,ANA,ANA,2,1
6:30 am – 12:35 am +2,ANA,EWR‐SIN,30h05m,2,"LAX, NRT",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,994,20220403-1414,cheap,2022-04-10,3155,6:30,6:10,ANA,ANA,3,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,10:10 pm – 9:27 pm +1,ANA,SIN‐EWR,35h17m,2,"HND, ORD",998,20220403-1414,cheap,2022-04-10,3627,11:25,10:10,ANA,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 5:14 am +1,United Airlines,SIN‐EWR,32h14m,1,SFO,1022,20220403-1414,cheap,2022-04-10,3444,11:25,9:00,United Airlines,United Airlines,2,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 7:07 am +1,United Airlines,SIN‐EWR,34h07m,1,SFO,1022,20220403-1414,cheap,2022-04-10,3557,11:25,9:00,United Airlines,United Airlines,2,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 8:29 am +1,United Airlines,SIN‐EWR,35h29m,1,SFO,1022,20220403-1414,cheap,2022-04-10,3639,11:25,9:00,United Airlines,United Airlines,2,0
10:20 am – 12:35 am +2,United Airlines,EWR‐SIN,26h15m,2,"IAD, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1414,cheap,2022-04-10,2925,10:20,6:10,United Airlines,ANA,3,1
6:00 am – 12:35 am +2,United Airlines,EWR‐SIN,30h35m,2,"IAD, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1414,cheap,2022-04-10,3185,6:00,6:10,United Airlines,ANA,3,0
5:44 am – 12:35 am +2,United Airlines,EWR‐SIN,30h51m,2,"IAH, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1414,cheap,2022-04-10,3201,5:44,6:10,United Airlines,ANA,3,0
10:20 am – 12:35 am +2,United Airlines,EWR‐SIN,26h15m,2,"IAD, NRT",9:00 am – 5:14 am +1,United Airlines,SIN‐EWR,32h14m,1,SFO,1027,20220403-1414,cheap,2022-04-10,3509,10:20,9:00,United Airlines,United Airlines,3,0
5:44 am – 12:35 am +2,United Airlines,EWR‐SIN,30h51m,2,"IAH, NRT",9:00 am – 5:14 am +1,United Airlines,SIN‐EWR,32h14m,1,SFO,1027,20220403-1414,cheap,2022-04-10,3785,5:44,9:00,United Airlines,United Airlines,3,0
9:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,26h40m,2,"BOS, ICN",1:10 am – 3:04 pm,Korean Air,SIN‐EWR,25h54m,2,"ICN, ATL",1028,20220403-1414,cheap,2022-04-10,3154,9:00,1:10,Korean Air,Korean Air,4,0
8:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,27h40m,2,"ATL, ICN",1:10 am – 3:04 pm,Korean Air,SIN‐EWR,25h54m,2,"ICN, ATL",1029,20220403-1414,cheap,2022-04-10,3214,8:00,1:10,Korean Air,Korean Air,4,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,994,20220403-1412,best,2022-04-10,2860,11:25,6:10,ANA,ANA,2,1
8:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,27h40m,2,"ATL, ICN",1:10 am – 3:35 pm,Korean Air,SIN‐EWR,26h25m,2,"ICN, BOS",951,20220403-1412,best,2022-04-10,3245,8:00,1:10,Korean Air,Korean Air,4,0
10:20 am – 12:35 am +2,United Airlines,EWR‐SIN,26h15m,2,"IAD, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1412,best,2022-04-10,2925,10:20,6:10,United Airlines,ANA,3,1
6:30 am – 12:35 am +2,ANA,EWR‐SIN,30h05m,2,"LAX, NRT",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,994,20220403-1412,best,2022-04-10,3155,6:30,6:10,ANA,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 7:32 pm,United Airlines,SIN‐EWR,22h32m,1,SFO,1180,20220403-1412,best,2022-04-10,2862,11:25,9:00,United Airlines,United Airlines,2,1
6:00 am – 12:35 am +2,United Airlines,EWR‐SIN,30h35m,2,"IAD, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1412,best,2022-04-10,3185,6:00,6:10,United Airlines,ANA,3,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 9:44 pm,United Airlines,SIN‐EWR,24h44m,1,SFO,1180,20220403-1412,best,2022-04-10,2994,11:25,9:00,United Airlines,United Airlines,2,1
9:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,26h40m,2,"BOS, ICN",1:10 am – 3:35 pm,Korean Air,SIN‐EWR,26h25m,2,"ICN, BOS",979,20220403-1412,best,2022-04-10,3185,9:00,1:10,Korean Air,Korean Air,4,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 12:30 am +1,ANA,SIN‐EWR,30h20m,2,"NRT, LAX",1032,20220403-1412,best,2022-04-10,3330,11:25,6:10,ANA,ANA,3,0
5:44 am – 12:35 am +2,United Airlines,EWR‐SIN,30h51m,2,"IAH, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1412,best,2022-04-10,3201,5:44,6:10,United Airlines,ANA,3,0
9:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,26h40m,2,"BOS, ICN",1:10 am – 3:04 pm,Korean Air,SIN‐EWR,25h54m,2,"ICN, ATL",1028,20220403-1412,best,2022-04-10,3154,9:00,1:10,Korean Air,Korean Air,4,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 5:14 am +1,United Airlines,SIN‐EWR,32h14m,1,SFO,1022,20220403-1412,best,2022-04-10,3444,11:25,9:00,United Airlines,United Airlines,2,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,10:10 pm – 4:40 pm +1,ANA,SIN‐EWR,30h30m,1,HND-NRT,1030,20220403-1412,best,2022-04-10,3340,11:25,10:10,ANA,ANA,2,0
8:00 am – 11:40 pm +1,Korean Air,EWR‐SIN,27h40m,2,"ATL, ICN",1:10 am – 3:04 pm,Korean Air,SIN‐EWR,25h54m,2,"ICN, ATL",1029,20220403-1412,best,2022-04-10,3214,8:00,1:10,Korean Air,Korean Air,4,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 7:07 am +1,United Airlines,SIN‐EWR,34h07m,1,SFO,1022,20220403-1412,best,2022-04-10,3557,11:25,9:00,United Airlines,United Airlines,2,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,8:45 pm – 8:20 am +1,"Singapore Airlines, JetBlue",SIN‐EWR,23h35m,1,LAX,2557,20220403-1417,fast,2022-04-10,2540,10:25,8:45,Singapore Airlines,Singapore Airlines,1,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,6:40 pm – 7:00 am +1,"Singapore Airlines, Alaska Airlines",SIN‐EWR,24h20m,1,LAX,2141,20220403-1417,fast,2022-04-10,2585,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,6:40 pm – 7:05 am +1,Singapore Airlines,SIN‐EWR,24h25m,1,SFO,3108,20220403-1417,fast,2022-04-10,2590,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,6:40 pm – 8:20 am +1,"Singapore Airlines, JetBlue",SIN‐EWR,25h40m,1,LAX,2557,20220403-1417,fast,2022-04-10,2665,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,6:40 pm – 8:34 am +1,Singapore Airlines,SIN‐EWR,25h54m,1,SFO,3108,20220403-1417,fast,2022-04-10,2679,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,11:40 pm – 3:55 pm +1,Lufthansa,SIN‐EWR,28h15m,1,FRA,2118,20220403-1417,fast,2022-04-10,2820,10:25,11:40,Singapore Airlines,Lufthansa,1,0
6:20 pm – 5:55 am +2,SWISS,EWR‐SIN,23h35m,1,ZRH,1:25 am – 1:10 pm,SWISS,SIN‐EWR,23h45m,1,ZRH,4266,20220403-1417,fast,2022-04-10,2840,6:20,1:25,SWISS,SWISS,2,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,994,20220403-1417,fast,2022-04-10,2860,11:25,6:10,ANA,ANA,2,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 7:32 pm,United Airlines,SIN‐EWR,22h32m,1,SFO,1180,20220403-1417,fast,2022-04-10,2862,11:25,9:00,United Airlines,United Airlines,2,1
5:45 pm – 5:55 am +2,SWISS,EWR‐SIN,24h10m,2,"GVA, ZRH",1:25 am – 1:10 pm,SWISS,SIN‐EWR,23h45m,1,ZRH,7505,20220403-1417,fast,2022-04-10,2875,5:45,1:25,SWISS,SWISS,3,0
5:40 pm – 5:55 am +2,SWISS,EWR‐SIN,24h15m,2,"BER, ZRH",1:25 am – 1:10 pm,SWISS,SIN‐EWR,23h45m,1,ZRH,7497,20220403-1417,fast,2022-04-10,2880,5:40,1:25,SWISS,SWISS,3,0
8:45 pm – 7:00 am +2,Lufthansa,EWR‐SIN,22h15m,1,MUC,11:55 pm – 1:55 pm +1,Lufthansa,SIN‐EWR,26h00m,1,FRA,4287,20220403-1417,fast,2022-04-10,2895,8:45,11:55,Lufthansa,Lufthansa,2,0
11:25 am – 1:15 am +2,ANA,EWR‐SIN,25h50m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,4093,20220403-1417,fast,2022-04-10,2900,11:25,6:10,ANA,ANA,2,0
10:20 am – 12:35 am +2,United Airlines,EWR‐SIN,26h15m,2,"IAD, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1417,fast,2022-04-10,2925,10:20,6:10,United Airlines,ANA,3,1
10:25 am – 5:10 pm +1,Singapore Airlines,EWR‐SIN,18h45m,0,,6:10 am – 12:30 am +1,ANA,SIN‐EWR,30h20m,2,"NRT, LAX",2091,20220403-1417,fast,2022-04-10,2945,10:25,6:10,Singapore Airlines,ANA,2,0
6:34 am – 12:20 am +2,American Airlines,EWR‐SIN,29h46m,2,"DFW, NRT",8:10 am – 11:28 pm,American Airlines,SIN‐EWR,27h18m,2,"NRT, DFW",996,20220403-1422,cheap,2022-04-11,3245,8:00,1:10,Korean Air,Korean Air,4,0
7:45 am – 12:20 am +2,American Airlines,EWR‐SIN,28h35m,2,"ORD, NRT",8:10 am – 11:28 pm,American Airlines,SIN‐EWR,27h18m,2,"NRT, DFW",1032,20220403-1422,cheap,2022-04-11,3185,9:00,1:10,Korean Air,Korean Air,4,0
6:34 am – 12:20 am +2,American Airlines,EWR‐SIN,29h46m,2,"DFW, NRT",8:10 am – 11:28 pm,American Airlines,SIN‐EWR,27h18m,2,"NRT, DFW",1032,20220403-1422,cheap,2022-04-11,2860,11:25,6:10,ANA,ANA,4,1
6:00 am – 12:20 am +2,American Airlines,EWR‐SIN,30h20m,2,"ORD, NRT",8:10 am – 11:28 pm,American Airlines,SIN‐EWR,27h18m,2,"NRT, DFW",1032,20220403-1422,cheap,2022-04-11,3155,6:30,6:10,ANA,ANA,4,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1071,20220403-1422,cheap,2022-04-11,3627,11:25,10:10,ANA,ANA,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1071,20220403-1422,cheap,2022-04-11,3444,11:25,9:00,United Airlines,United Airlines,2,0
4:59 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h46m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1422,cheap,2022-04-11,3557,11:25,9:00,United Airlines,United Airlines,3,0
2:08 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h37m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1422,cheap,2022-04-11,3639,11:25,9:00,United Airlines,United Airlines,3,0
2:08 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h37m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1422,cheap,2022-04-11,2925,10:20,6:10,United Airlines,ANA,3,1
2:08 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h37m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1422,cheap,2022-04-11,3185,6:00,6:10,United Airlines,ANA,3,0
11:59 am – 6:45 am +2,United Airlines,EWR‐SIN,30h46m,2,"DCA, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1077,20220403-1422,cheap,2022-04-11,3201,5:44,6:10,United Airlines,ANA,3,0
11:30 am – 6:45 am +2,United Airlines,EWR‐SIN,31h15m,2,"DCA, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1077,20220403-1422,cheap,2022-04-11,3509,10:20,9:00,United Airlines,United Airlines,3,0
11:00 am – 6:45 am +2,United Airlines,EWR‐SIN,31h45m,2,"DCA, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1077,20220403-1422,cheap,2022-04-11,3785,5:44,9:00,United Airlines,United Airlines,3,0
9:59 am – 6:45 am +2,United Airlines,EWR‐SIN,32h46m,2,"DCA, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1077,20220403-1422,cheap,2022-04-11,3154,9:00,1:10,Korean Air,Korean Air,3,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,6:10 am – 11:09 pm,United Airlines,SIN‐EWR,28h59m,2,"NRT, SFO",1081,20220403-1422,cheap,2022-04-11,3214,8:00,1:10,Korean Air,Korean Air,3,0
11:55 pm – 3:00 pm +2,Emirates,EWR‐SIN,27h05m,2,"ATH, DXB",12:50 am – 9:20 pm,Emirates,SIN‐EWR,32h30m,2,"DXB, ATH",1275,20220403-1420,best,2022-04-11,2860,11:25,6:10,ANA,ANA,4,1
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1071,20220403-1420,best,2022-04-11,2860,11:25,6:10,ANA,ANA,2,1
6:34 am – 12:20 am +2,American Airlines,EWR‐SIN,29h46m,2,"DFW, NRT",8:10 am – 11:28 pm,American Airlines,SIN‐EWR,27h18m,2,"NRT, DFW",996,20220403-1420,best,2022-04-11,3245,8:00,1:10,Korean Air,Korean Air,4,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1071,20220403-1420,best,2022-04-11,2925,10:20,6:10,United Airlines,ANA,2,1
4:59 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h46m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1420,best,2022-04-11,3155,6:30,6:10,ANA,ANA,3,0
2:08 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h37m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1420,best,2022-04-11,2862,11:25,9:00,United Airlines,United Airlines,3,1
2:08 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h37m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1420,best,2022-04-11,3185,6:00,6:10,United Airlines,ANA,3,0
2:08 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h37m,2,"DEN, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1076,20220403-1420,best,2022-04-11,2994,11:25,9:00,United Airlines,United Airlines,3,1
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,6:10 am – 8:54 pm,United Airlines,SIN‐EWR,26h44m,2,"NRT, LAX",1145,20220403-1420,best,2022-04-11,3185,9:00,1:10,Korean Air,Korean Air,3,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,6:10 am – 11:09 pm,United Airlines,SIN‐EWR,28h59m,2,"NRT, SFO",1081,20220403-1420,best,2022-04-11,3330,11:25,6:10,ANA,ANA,3,0
3:45 pm – 6:45 am +2,United Airlines,EWR‐SIN,27h00m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1238,20220403-1420,best,2022-04-11,3201,5:44,6:10,United Airlines,ANA,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,6:10 am – 8:54 pm,United Airlines,SIN‐EWR,26h44m,2,"NRT, LAX",1145,20220403-1420,best,2022-04-11,3154,9:00,1:10,Korean Air,Korean Air,3,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,6:10 am – 11:09 pm,United Airlines,SIN‐EWR,28h59m,2,"NRT, SFO",1081,20220403-1420,best,2022-04-11,3444,11:25,9:00,United Airlines,United Airlines,3,0
11:59 am – 6:45 am +2,United Airlines,EWR‐SIN,30h46m,2,"DCA, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1077,20220403-1420,best,2022-04-11,3340,11:25,10:10,ANA,ANA,3,0
11:30 am – 6:45 am +2,United Airlines,EWR‐SIN,31h15m,2,"DCA, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1077,20220403-1420,best,2022-04-11,3214,8:00,1:10,Korean Air,Korean Air,3,0
2:15 pm – 6:45 am +2,United Airlines,EWR‐SIN,28h30m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1238,20220403-1420,best,2022-04-11,3557,11:25,9:00,United Airlines,United Airlines,2,0
11:00 am – 6:45 am +2,United Airlines,EWR‐SIN,31h45m,2,"DCA, SFO",6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1077,20220403-1420,best,2022-04-11,2540,10:25,8:45,Singapore Airlines,Singapore Airlines,3,1
10:00 pm – 7:30 am +2,"Austrian Airlines, Singapore Airlines",EWR‐SIN,21h30m,1,LHR,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,6869,20220403-1425,fast,2022-04-11,2585,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
9:35 pm – 7:30 am +2,"British Airways, Singapore Airlines",EWR‐SIN,21h55m,1,LHR,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,7296,20220403-1425,fast,2022-04-11,2590,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
8:45 pm – 7:00 am +2,"Lufthansa, Singapore Airlines",EWR‐SIN,22h15m,1,MUC,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,6833,20220403-1425,fast,2022-04-11,2665,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1514,20220403-1425,fast,2022-04-11,2679,10:25,6:40,Singapore Airlines,Singapore Airlines,1,0
11:55 pm – 3:00 pm +2,Emirates,EWR‐SIN,27h05m,2,"ATH, DXB",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,2085,20220403-1425,fast,2022-04-11,2820,10:25,11:40,Singapore Airlines,Lufthansa,2,0
7:00 pm – 6:50 am +2,Lufthansa,EWR‐SIN,23h50m,2,"LHR, FRA",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,3178,20220403-1425,fast,2022-04-11,2840,6:20,1:25,SWISS,SWISS,3,0
6:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,24h15m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1071,20220403-1425,fast,2022-04-11,2860,11:25,6:10,ANA,ANA,2,1
8:30 am – 8:55 pm +1,"Lufthansa, Emirates",EWR‐SIN,24h25m,2,"LHR, DXB",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,5002,20220403-1425,fast,2022-04-11,2862,11:25,9:00,United Airlines,United Airlines,3,0
7:45 am – 12:20 am +2,"American Airlines, Japan Airlines",EWR‐SIN,28h35m,2,"ORD, NRT",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1480,20220403-1425,fast,2022-04-11,2875,5:45,1:25,SWISS,SWISS,2,0
12:15 pm – 5:10 am +2,"Air India, IndiGo",EWR‐SIN,28h55m,2,"DEL, MAA",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,1606,20220403-1425,fast,2022-04-11,2880,5:40,1:25,SWISS,SWISS,2,0
6:20 pm – 5:55 am +2,SWISS,EWR‐SIN,23h35m,1,ZRH,1:25 am – 1:10 pm,SWISS,SIN‐EWR,23h45m,1,ZRH,3566,20220403-1425,fast,2022-04-11,2895,8:45,11:55,Lufthansa,Lufthansa,2,0
8:15 am – 1:15 am +2,Singapore Airlines,EWR‐SIN,29h00m,2,"LAX, NRT",11:35 pm – 6:00 am +1,Singapore Airlines,SIN‐EWR,18h25m,0,,9287,20220403-1425,fast,2022-04-11,2900,11:25,6:10,ANA,ANA,2,0
5:30 pm – 6:45 am +2,United Airlines,EWR‐SIN,25h15m,1,SFO,6:10 am – 4:40 pm,United Airlines,SIN‐EWR,22h30m,1,NRT,1071,20220403-1425,fast,2022-04-11,2925,10:20,6:10,United Airlines,ANA,2,1
5:25 pm – 6:50 am +2,Lufthansa,EWR‐SIN,25h25m,2,"MUC, FRA",6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,3116,20220403-1425,fast,2022-04-11,2945,10:25,6:10,Singapore Airlines,ANA,3,0
5:45 pm – 5:55 am +2,SWISS,EWR‐SIN,24h10m,2,"GVA, ZRH",1:25 am – 1:10 pm,SWISS,SIN‐EWR,23h45m,1,ZRH,7505,20220403-1425,fast,2022-04-11,3424,6:34,8:10,American Airlines,American Airlines,3,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 4:40 pm,ANA,SIN‐EWR,22h30m,1,NRT,983,20220403-1429,cheap,2022-04-12,3245,8:00,1:10,Korean Air,Korean Air,2,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 9:44 pm,ANA,SIN‐EWR,27h34m,2,"NRT, SFO",1003,20220403-1429,cheap,2022-04-12,3185,9:00,1:10,Korean Air,Korean Air,3,0
11:25 am – 12:35 am +2,ANA,EWR‐SIN,25h10m,1,NRT,6:10 am – 7:00 am +1,ANA,SIN‐EWR,36h50m,2,"NRT, LAX",1003,20220403-1429,cheap,2022-04-12,2860,11:25,6:10,ANA,ANA,3,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1012,20220403-1429,cheap,2022-04-12,3155,6:30,6:10,ANA,ANA,2,0
5:44 am – 12:35 am +2,United Airlines,EWR‐SIN,30h51m,2,"IAH, NRT",9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1016,20220403-1429,cheap,2022-04-12,3627,11:25,10:10,ANA,ANA,3,0
5:00 am – 12:35 am +2,United Airlines,EWR‐SIN,31h35m,2,"ORD, NRT",9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1016,20220403-1429,cheap,2022-04-12,3444,11:25,9:00,United Airlines,United Airlines,3,0
8:15 pm – 5:15 pm +2,"United Airlines, ANA",EWR‐SIN,33h00m,2,"SFO, HND",9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1020,20220403-1429,cheap,2022-04-12,3557,11:25,9:00,United Airlines,United Airlines,3,0
6:30 pm – 5:15 pm +2,"United Airlines, ANA",EWR‐SIN,34h45m,2,"SFO, HND",9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1020,20220403-1429,cheap,2022-04-12,3639,11:25,9:00,United Airlines,United Airlines,3,0
6:30 am – 12:35 am +2,"United Airlines, ANA",EWR‐SIN,30h05m,2,"LAX, NRT",9:00 am – 11:09 pm,United Airlines,SIN‐EWR,26h09m,1,SFO,1021,20220403-1429,cheap,2022-04-12,2925,10:20,6:10,United Airlines,ANA,3,1
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 7:07 am +1,United Airlines,SIN‐EWR,34h07m,1,SFO,1022,20220403-1429,cheap,2022-04-12,3185,6:00,6:10,United Airlines,ANA,2,0
11:25 am – 12:35 am +2,United Airlines,EWR‐SIN,25h10m,1,NRT,9:00 am – 8:29 am +1,United Airlines,SIN‐EWR,35h29m,1,SFO,1022,20220403-1429,cheap,2022-04-12,3201,5:44,6:10,United Airlines,ANA,2,0
5:44 am – 12:35 am +2,United Airlines,EWR‐SIN,30h51m,2,"IAH, NRT",6:10 am – 4:40 pm,"ANA, United Airlines",SIN‐EWR,22h30m,1,NRT,1024,20220403-1429,cheap,2022-04-12,3509,10:20,9:00,United Airlines,United Airlines,3,0
