Out Time,Out Airline,Out Cities,Out Duration,Out Stops,Out Stop Cities,Return Time,Return Airline,Return Cities,Return Duration,Return Stops,Return Stop Cities,Price,timestamp,sort,departure_date,total_duration,dep_time,ret_time,dep_airline,ret_airline,total_stops,target
7:05 am – 3:15 pm +1,"Delta, Korean Air",SAN‐ICN,16h10m,1,SEA,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,2103,20220405-1854,fast,2022-06-22,1805,7:13,6:00,Delta,Air Canada,2,0
6:15 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h30m,2,"LAX, SFO",4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1819,20220405-1854,fast,2022-06-22,1805,7:13,6:00,Delta,Air Canada,3,0
6:05 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1725,20220405-1854,fast,2022-06-22,1805,7:13,6:00,Korean Air,Air Canada,2,0
7:40 pm – 4:30 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,16h50m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,2153,20220405-1854,fast,2022-06-22,1810,7:13,4:50,Delta,United Airlines,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,2:30 pm – 2:35 pm,Korean Air,ICN‐SAN,16h05m,1,LAX,2140,20220405-1854,fast,2022-06-22,1830,7:13,4:00,Korean Air,Korean Air,2,0
7:40 pm – 4:30 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,16h50m,1,SFO,8:40 pm – 6:52 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,14h12m,1,SFO,1491,20220405-1854,fast,2022-06-22,1830,7:13,4:00,Delta,Korean Air,2,1
7:05 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h10m,1,SEA,4:00 pm – 3:02 pm,"Korean Air, Alaska Airlines",ICN‐SAN,15h02m,1,SFO,1547,20220405-1854,fast,2022-06-22,1838,7:13,7:40,Korean Air,Korean Air,2,1
8:12 pm – 4:30 am +2,Asiana Airlines,SAN‐ICN,16h18m,1,SFO,8:40 pm – 7:39 pm,Asiana Airlines,ICN‐SAN,14h59m,1,LAX,4176,20220405-1854,fast,2022-06-22,1838,7:13,7:40,Delta,Delta,2,0
6:53 pm – 4:30 am +2,"United Airlines, Asiana Airlines",SAN‐ICN,17h37m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,2123,20220405-1854,fast,2022-06-22,1838,7:13,7:40,Delta,Korean Air,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,8:40 pm – 9:42 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,17h02m,1,SFO,1971,20220405-1854,fast,2022-06-22,1843,6:20,4:50,United Airlines,United Airlines,2,0
6:53 pm – 4:30 am +2,Asiana Airlines,SAN‐ICN,17h37m,1,SFO,8:40 pm – 6:52 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,14h12m,1,SFO,1761,20220405-1854,fast,2022-06-22,1843,6:15,6:00,United Airlines,Air Canada,2,0
8:25 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,16h55m,1,SFO,8:40 pm – 7:39 pm,Asiana Airlines,ICN‐SAN,14h59m,1,LAX,2706,20220405-1854,fast,2022-06-22,1848,6:15,4:50,United Airlines,United Airlines,2,0
8:25 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,16h55m,1,SFO,4:00 pm – 3:02 pm,"Korean Air, Alaska Airlines",ICN‐SAN,15h02m,1,SFO,1694,20220405-1854,fast,2022-06-22,1862,7:46,8:40,United Airlines,Asiana Airlines,2,0
9:50 am – 5:45 pm +1,"Alaska Airlines, Asiana Airlines",SAN‐ICN,15h55m,1,SEA,2:30 pm – 2:35 pm,Korean Air,ICN‐SAN,16h05m,1,LAX,3676,20220405-1854,fast,2022-06-22,1873,8:10,6:00,Alaska Airlines,Air Canada,2,0
8:00 am – 4:00 pm +1,Air Canada,SAN‐ICN,16h00m,1,YVR,6:40 pm – 8:55 pm +1,Air Canada,ICN‐SAN,42h15m,2,"YYZ-YTZ, YUL",1433,20220405-1859,cheap,2022-06-23,3682,8:00,4:40,Alaska Airlines,Korean Air,3,0
8:00 am – 4:00 pm +1,Air Canada,SAN‐ICN,16h00m,1,YVR,6:40 pm – 10:17 am +1,Air Canada,ICN‐SAN,31h37m,1,YYZ,1504,20220405-1859,cheap,2022-06-23,2839,6:20,5:25,American Airlines,American Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1515,20220405-1859,cheap,2022-06-23,2839,6:20,5:25,American Airlines,American Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 10:30 pm,Delta,ICN‐SAN,19h10m,1,SEA,1515,20220405-1859,cheap,2022-06-23,2839,6:20,5:25,American Airlines,American Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1519,20220405-1859,cheap,2022-06-23,2925,6:20,5:25,American Airlines,American Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:50 pm,Delta,ICN‐SAN,20h30m,2,"SEA, SLC",1519,20220405-1859,cheap,2022-06-23,2925,6:20,5:25,American Airlines,American Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 8:58 am +1,Delta,ICN‐SAN,29h38m,2,"SEA, SLC",1519,20220405-1859,cheap,2022-06-23,2937,6:20,5:25,American Airlines,American Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 10:12 am +1,Delta,ICN‐SAN,30h52m,1,SEA,1525,20220405-1859,cheap,2022-06-23,2937,6:20,5:25,American Airlines,American Airlines,2,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1559,20220405-1859,cheap,2022-06-23,2937,6:20,5:25,American Airlines,American Airlines,2,0
3:20 pm – 3:15 pm +2,Delta,SAN‐ICN,31h55m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1559,20220405-1859,cheap,2022-06-23,2260,7:13,12:30,Delta,Delta,2,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 10:30 pm,Delta,ICN‐SAN,19h10m,1,SEA,1559,20220405-1859,cheap,2022-06-23,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1563,20220405-1859,cheap,2022-06-23,2141,7:13,12:30,Delta,Delta,3,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 11:50 pm,Delta,ICN‐SAN,20h30m,2,"SEA, SLC",1563,20220405-1859,cheap,2022-06-23,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,3,0
8:00 am – 4:00 pm +1,Air Canada,SAN‐ICN,16h00m,1,YVR,6:40 pm – 10:17 am +1,Air Canada,ICN‐SAN,31h37m,1,YYZ,1556,20220405-1857,best,2022-06-23,2260,7:13,12:30,Delta,Delta,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1515,20220405-1857,best,2022-06-23,1757,7:46,4:50,United Airlines,United Airlines,2,1
8:00 am – 4:00 pm +1,Air Canada,SAN‐ICN,16h00m,1,YVR,6:40 pm – 8:55 pm +1,Air Canada,ICN‐SAN,42h15m,2,"YYZ-YTZ, YUL",1433,20220405-1857,best,2022-06-23,3682,8:00,4:40,Alaska Airlines,Korean Air,3,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1905,20220405-1857,best,2022-06-23,1848,6:15,4:50,United Airlines,United Airlines,2,0
8:25 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,16h55m,1,SFO,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1694,20220405-1857,best,2022-06-23,1843,6:20,4:50,United Airlines,United Airlines,2,0
6:05 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1905,20220405-1857,best,2022-06-23,1984,7:46,4:50,United Airlines,United Airlines,2,0
7:05 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h10m,1,SEA,8:40 pm – 6:52 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,14h12m,1,SFO,2045,20220405-1857,best,2022-06-23,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 10:30 pm,Delta,ICN‐SAN,19h10m,1,SEA,1515,20220405-1857,best,2022-06-23,2075,6:15,4:50,United Airlines,United Airlines,2,0
6:25 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,18h55m,1,SFO,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1694,20220405-1857,best,2022-06-23,2092,7:46,4:50,United Airlines,United Airlines,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,4:40 pm – 6:09 pm,United Airlines,ICN‐SAN,17h29m,1,SFO,1889,20220405-1857,best,2022-06-23,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,2,0
6:15 am – 5:50 pm +1,Korean Air,SAN‐ICN,19h35m,1,LAX,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1763,20220405-1857,best,2022-06-23,2200,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:40 pm – 4:30 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,16h50m,1,SFO,8:40 pm – 6:52 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,14h12m,1,SFO,2165,20220405-1857,best,2022-06-23,2054,7:46,4:50,United Airlines,United Airlines,2,0
6:15 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h30m,2,"LAX, SFO",4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,2102,20220405-1857,best,2022-06-23,1838,7:13,7:40,Korean Air,Korean Air,3,0
7:40 pm – 4:30 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,16h50m,1,SFO,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,2171,20220405-1857,best,2022-06-23,2070,6:20,4:50,United Airlines,United Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1519,20220405-1857,best,2022-06-23,1830,7:13,4:00,Korean Air,Korean Air,3,1
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1519,20220405-1857,best,2022-06-23,2054,7:46,4:50,United Airlines,United Airlines,3,1
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:50 pm,Delta,ICN‐SAN,20h30m,2,"SEA, SLC",1519,20220405-1857,best,2022-06-23,2141,7:13,12:30,Delta,Delta,3,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1905,20220405-1902,fast,2022-06-23,1757,7:46,4:50,United Airlines,United Airlines,2,0
7:05 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h10m,1,SEA,8:40 pm – 6:52 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,14h12m,1,SFO,2045,20220405-1902,fast,2022-06-23,1805,7:13,6:00,Delta,Air Canada,2,0
6:15 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h30m,2,"LAX, SFO",4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,2102,20220405-1902,fast,2022-06-23,1805,7:13,6:00,Delta,Air Canada,3,0
8:12 pm – 4:30 am +2,Asiana Airlines,SAN‐ICN,16h18m,1,SFO,8:40 pm – 6:52 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,14h12m,1,SFO,3091,20220405-1902,fast,2022-06-23,1805,7:13,6:00,Korean Air,Air Canada,2,0
6:05 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h40m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1905,20220405-1902,fast,2022-06-23,1810,7:13,4:50,Delta,United Airlines,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,2:30 pm – 2:35 pm,Korean Air,ICN‐SAN,16h05m,1,LAX,2587,20220405-1902,fast,2022-06-23,1830,7:13,4:00,Korean Air,Korean Air,2,0
8:00 am – 4:00 pm +1,Air Canada,SAN‐ICN,16h00m,1,YVR,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1863,20220405-1902,fast,2022-06-23,1830,7:13,4:00,Delta,Korean Air,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1515,20220405-1902,fast,2022-06-23,1838,7:13,7:40,Korean Air,Korean Air,2,1
7:40 pm – 4:30 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,16h50m,1,SFO,8:40 pm – 6:52 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,14h12m,1,SFO,2165,20220405-1902,fast,2022-06-23,1838,7:13,7:40,Delta,Delta,2,0
8:12 pm – 4:30 am +2,"United Airlines, Asiana Airlines",SAN‐ICN,16h18m,1,SFO,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,3649,20220405-1902,fast,2022-06-23,1838,7:13,7:40,Delta,Korean Air,2,0
7:40 pm – 4:30 am +2,"Alaska Airlines, Asiana Airlines",SAN‐ICN,16h50m,1,SFO,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,2171,20220405-1902,fast,2022-06-23,1843,6:20,4:50,United Airlines,United Airlines,2,0
8:00 am – 4:00 pm +1,Air Canada,SAN‐ICN,16h00m,1,YVR,8:40 pm – 8:24 pm,Asiana Airlines,ICN‐SAN,15h44m,1,SFO,2706,20220405-1902,fast,2022-06-23,1843,6:15,6:00,United Airlines,Air Canada,2,0
8:25 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,16h55m,1,SFO,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1694,20220405-1902,fast,2022-06-23,1848,6:15,4:50,United Airlines,United Airlines,2,0
6:15 am – 3:15 pm +1,Korean Air,SAN‐ICN,17h00m,1,SEA,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,7555,20220405-1902,fast,2022-06-23,1862,7:46,8:40,United Airlines,Asiana Airlines,2,0
7:05 am – 3:15 pm +1,"Delta, Korean Air",SAN‐ICN,16h10m,1,SEA,8:40 pm – 8:24 pm,Asiana Airlines,ICN‐SAN,15h44m,1,SFO,2786,20220405-1902,fast,2022-06-23,1873,8:10,6:00,Alaska Airlines,Air Canada,2,0
12:55 pm – 4:00 pm +2,Air Canada,SAN‐ICN,35h05m,1,YVR,5:45 pm – 6:37 pm,Air Canada,ICN‐SAN,16h52m,1,YVR,1301,20220405-1907,cheap,2022-06-24,3682,8:00,4:40,Alaska Airlines,Korean Air,2,0
1:15 pm – 11:25 am +2,"Japan Airlines, ZIPAIR",SAN‐ICN,30h10m,1,NRT,7:45 am – 2:50 pm,Multiple Airlines,ICN‐SAN,23h05m,2,"NRT, LAX-LAX",1576,20220405-1907,cheap,2022-06-24,2839,6:20,5:25,American Airlines,American Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1580,20220405-1907,cheap,2022-06-24,2839,6:20,5:25,American Airlines,American Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 10:30 pm,Delta,ICN‐SAN,19h10m,1,SEA,1580,20220405-1907,cheap,2022-06-24,2839,6:20,5:25,American Airlines,American Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1584,20220405-1907,cheap,2022-06-24,2925,6:20,5:25,American Airlines,American Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:50 pm,Delta,ICN‐SAN,20h30m,2,"SEA, SLC",1584,20220405-1907,cheap,2022-06-24,2925,6:20,5:25,American Airlines,American Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:50 pm,Delta,ICN‐SAN,20h30m,2,"SEA, SLC",1584,20220405-1907,cheap,2022-06-24,2937,6:20,5:25,American Airlines,American Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 8:58 am +1,Delta,ICN‐SAN,29h38m,2,"SEA, SLC",1584,20220405-1907,cheap,2022-06-24,2937,6:20,5:25,American Airlines,American Airlines,3,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1591,20220405-1907,cheap,2022-06-24,2937,6:20,5:25,American Airlines,American Airlines,2,0
3:20 pm – 3:15 pm +2,Delta,SAN‐ICN,31h55m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1591,20220405-1907,cheap,2022-06-24,2260,7:13,12:30,Delta,Delta,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 10:12 am +1,Delta,ICN‐SAN,30h52m,1,SEA,1591,20220405-1907,cheap,2022-06-24,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 10:30 pm,Delta,ICN‐SAN,19h10m,1,SEA,1591,20220405-1907,cheap,2022-06-24,2141,7:13,12:30,Delta,Delta,2,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1595,20220405-1907,cheap,2022-06-24,2141,7:13,12:30,Delta,Delta,3,0
7:14 pm – 3:15 pm +2,Delta,SAN‐ICN,28h01m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1595,20220405-1907,cheap,2022-06-24,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,3,0
12:55 pm – 4:00 pm +2,Air Canada,SAN‐ICN,35h05m,1,YVR,5:45 pm – 6:37 pm,Air Canada,ICN‐SAN,16h52m,1,YVR,1471,20220405-1905,best,2022-06-24,2260,7:13,12:30,Delta,Delta,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1580,20220405-1905,best,2022-06-24,1757,7:46,4:50,United Airlines,United Airlines,2,1
12:55 pm – 4:00 pm +2,Air Canada,SAN‐ICN,35h05m,1,YVR,5:45 pm – 6:37 pm,Air Canada,ICN‐SAN,16h52m,1,YVR,1301,20220405-1905,best,2022-06-24,3682,8:00,4:40,Alaska Airlines,Korean Air,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1964,20220405-1905,best,2022-06-24,1848,6:15,4:50,United Airlines,United Airlines,2,0
7:05 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h10m,1,SEA,2:30 pm – 2:35 pm,Korean Air,ICN‐SAN,16h05m,1,LAX,1764,20220405-1905,best,2022-06-24,1843,6:20,4:50,United Airlines,United Airlines,2,0
6:15 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h30m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1964,20220405-1905,best,2022-06-24,1984,7:46,4:50,United Airlines,United Airlines,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 10:30 pm,Delta,ICN‐SAN,19h10m,1,SEA,1580,20220405-1905,best,2022-06-24,2095,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
7:05 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h10m,1,SEA,4:40 pm – 6:11 pm,Korean Air,ICN‐SAN,17h31m,1,SEA,1765,20220405-1905,best,2022-06-24,2075,6:15,4:50,United Airlines,United Airlines,2,0
6:25 am – 5:20 pm +1,"Alaska Airlines, Korean Air",SAN‐ICN,18h55m,1,SFO,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1737,20220405-1905,best,2022-06-24,2092,7:46,4:50,United Airlines,United Airlines,2,0
6:15 am – 5:50 pm +1,Korean Air,SAN‐ICN,19h35m,1,LAX,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1764,20220405-1905,best,2022-06-24,2195,5:05,8:40,Alaska Airlines,Asiana Airlines,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,4:40 pm – 6:09 pm,United Airlines,ICN‐SAN,17h29m,1,SFO,2024,20220405-1905,best,2022-06-24,2200,6:45,8:40,Alaska Airlines,Asiana Airlines,2,0
6:29 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h16m,2,"LAX, SFO",4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,2102,20220405-1905,best,2022-06-24,2054,7:46,4:50,United Airlines,United Airlines,3,0
7:05 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h10m,1,SEA,7:40 pm – 11:42 pm,Korean Air,ICN‐SAN,20h02m,1,LAX,1718,20220405-1905,best,2022-06-24,1838,7:13,7:40,Korean Air,Korean Air,2,0
6:15 am – 5:45 pm +1,Korean Air,SAN‐ICN,19h30m,2,"LAX, HNL",7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1778,20220405-1905,best,2022-06-24,2070,6:20,4:50,United Airlines,United Airlines,3,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1584,20220405-1905,best,2022-06-24,1830,7:13,4:00,Korean Air,Korean Air,3,1
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 11:42 pm,Delta,ICN‐SAN,20h22m,2,"SEA, LAX",1584,20220405-1905,best,2022-06-24,2054,7:46,4:50,United Airlines,United Airlines,3,1
3:15 pm – 4:50 am +2,Korean Air,SAN‐ICN,21h35m,1,LAX,7:20 pm – 6:11 pm,Korean Air,ICN‐SAN,14h51m,1,SEA,1765,20220405-1905,best,2022-06-24,2141,7:13,12:30,Delta,Delta,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1964,20220405-1909,fast,2022-06-24,1757,7:46,4:50,United Airlines,United Airlines,2,0
6:29 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h16m,2,"LAX, SFO",4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,2102,20220405-1909,fast,2022-06-24,1805,7:13,6:00,Delta,Air Canada,3,0
6:15 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h30m,1,SFO,4:40 pm – 2:35 pm,United Airlines,ICN‐SAN,13h55m,1,SFO,1964,20220405-1909,fast,2022-06-24,1805,7:13,6:00,Delta,Air Canada,2,0
7:05 am – 3:15 pm +1,Delta,SAN‐ICN,16h10m,1,SEA,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1580,20220405-1909,fast,2022-06-24,1805,7:13,6:00,Korean Air,Air Canada,2,1
8:15 pm – 4:20 am +2,Asiana Airlines,SAN‐ICN,16h05m,1,LAX,8:40 pm – 7:39 pm,Asiana Airlines,ICN‐SAN,14h59m,1,LAX,2744,20220405-1909,fast,2022-06-24,1810,7:13,4:50,Delta,United Airlines,2,0
8:12 pm – 4:30 am +2,Asiana Airlines,SAN‐ICN,16h18m,1,SFO,8:40 pm – 7:39 pm,Asiana Airlines,ICN‐SAN,14h59m,1,LAX,3190,20220405-1909,fast,2022-06-24,1830,7:13,4:00,Korean Air,Korean Air,2,0
6:15 am – 2:45 pm +1,United Airlines,SAN‐ICN,16h30m,1,SFO,7:20 pm – 6:11 pm,Delta,ICN‐SAN,14h51m,1,SEA,1982,20220405-1909,fast,2022-06-24,1830,7:13,4:00,Delta,Korean Air,2,0
8:15 pm – 4:20 am +2,Asiana Airlines,SAN‐ICN,16h05m,1,LAX,8:40 pm – 8:24 pm,Asiana Airlines,ICN‐SAN,15h44m,1,SFO,3727,20220405-1909,fast,2022-06-24,1838,7:13,7:40,Korean Air,Korean Air,2,0
9:50 am – 5:45 pm +1,"Alaska Airlines, Asiana Airlines",SAN‐ICN,15h55m,1,SEA,6:20 pm – 6:23 pm,"Asiana Airlines, Alaska Airlines",ICN‐SAN,16h03m,1,SEA,4174,20220405-1909,fast,2022-06-24,1838,7:13,7:40,Delta,Delta,2,0
8:12 pm – 4:30 am +2,Asiana Airlines,SAN‐ICN,16h18m,1,SFO,8:40 pm – 8:24 pm,Asiana Airlines,ICN‐SAN,15h44m,1,SFO,4174,20220405-1909,fast,2022-06-24,1838,7:13,7:40,Delta,Korean Air,2,0
8:15 pm – 4:20 am +2,Asiana Airlines,SAN‐ICN,16h05m,1,LAX,2:30 pm – 2:35 pm,Korean Air,ICN‐SAN,16h05m,1,LAX,3845,20220405-1909,fast,2022-06-24,1843,6:20,4:50,United Airlines,United Airlines,2,0
8:00 am – 2:45 pm +1,United Airlines,SAN‐ICN,14h45m,1,SFO,4:40 pm – 6:09 pm,United Airlines,ICN‐SAN,17h29m,1,SFO,2024,20220405-1909,fast,2022-06-24,1843,6:15,6:00,United Airlines,Air Canada,2,0
7:05 am – 3:15 pm +1,Korean Air,SAN‐ICN,16h10m,1,SEA,2:30 pm – 2:35 pm,Korean Air,ICN‐SAN,16h05m,1,LAX,1764,20220405-1909,fast,2022-06-24,1848,6:15,4:50,United Airlines,United Airlines,2,0
